"text" "favorited" "favoriteCount" "replyToSN" "created" "truncated" "replyToSID" "id" "replyToUID" "statusSource" "screenName" "retweetCount" "isRetweet" "retweeted" "longitude" "latitude"
"Acrylic Flower Clutches Purse https://t.co/4lbUb2qhUH 36.64
"I haven’t been shopping online in a minute, let’s change that." FALSE 0 NA 2021-10-03 16:53:45 FALSE NA "1444707252552744970" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "shakeit4arii" 1 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:53:27 FALSE NA "1444707180108664834" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "_meangi" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:53:05 FALSE NA "1444707087615881218" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "num_ufu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:53:02 FALSE NA "1444707074051612678" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "taoxv88" 2556 TRUE FALSE NA NA
"RT @pnso_official: Ta-da, please say hi to Requena the Livyatan, an invincible predator 12 million years ago in the sea. The online sale of…" FALSE 0 NA 2021-10-03 16:52:59 FALSE NA "1444707062714359810" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "mtanichthys" 66 TRUE FALSE NA NA
"@amazonIN @amazon ordered on 3rd oct, ordered with an Amazon prime account, need urgently for my online classes...… https://t.co/C7AtCpee8Y" FALSE 0 "amazonIN" 2021-10-03 16:52:47 TRUE NA "1444707012516872199" "1282946089" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "thetubesheriff" 0 FALSE FALSE NA NA
"@RetroCrone I have for sure and eating out which I was never a fan of anyway. But I really like shopping online for… https://t.co/o8e54lEoua" FALSE 0 "RetroCrone" 2021-10-03 16:52:36 TRUE "1444695651032371200" "1444706963871309827" "295003818" "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "ruthbluth" 0 FALSE FALSE NA NA
"The #ripoff called the #AmazonGreatIndianFestival  , a #SamsungGalaxyM525GOnAmazon  #phone with an MRP of <U+20B9>34999 se… https://t.co/7QOTjlmKW0" FALSE 1 NA 2021-10-03 16:52:34 TRUE NA "1444706957764481032" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "G_is_here" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:52:14 FALSE NA "1444706872049770500" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "hypnodea" 2556 TRUE FALSE NA NA
"RT @MADDIEANDPESTOS: FIND YOUR FISTS OF FURY!! ONLY $24.50 AND FREE SHIPPING!! CHEAPEST PRICE ONLINE AND ONLY 1 LEFT IN STOCK
Check out Dia…" FALSE 0 NA 2021-10-03 16:52:04 FALSE NA "1444706830576340998" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "GenovevaFarfan" 3 TRUE FALSE NA NA
"RT @MADDIEANDPESTOS: FIND YOUR FISTS OF FURY!! ONLY $24.50 AND FREE SHIPPING!! CHEAPEST PRICE ONLINE AND ONLY 1 LEFT IN STOCK
Check out Dia…" FALSE 0 NA 2021-10-03 16:51:51 FALSE NA "1444706776226562049" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "DuoDiscoveries" 3 TRUE FALSE NA NA
"RT @swatic12: Me: mujhse ye online shopping nahi hoti <U+0001F62D>

Also me adding items to my cart during the Myntra BFF sale: https://t.co/7HSTs8RHY5" FALSE 0 NA 2021-10-03 16:51:43 FALSE NA "1444706742747615233" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "V1JJU" 27 TRUE FALSE NA NA
"RT @pnso_official: Ta-da, please say hi to Requena the Livyatan, an invincible predator 12 million years ago in the sea. The online sale of…" FALSE 0 NA 2021-10-03 16:51:42 FALSE NA "1444706739031580672" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "LordPimienta" 66 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:51:39 FALSE NA "1444706727329292288" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "soranoyoukai" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:51:36 FALSE NA "1444706712846483462" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Nyxoy261" 2556 TRUE FALSE NA NA
"RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…" FALSE 0 NA 2021-10-03 16:50:49 FALSE NA "1444706514472607749" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "AbbieLeine" 6601 TRUE FALSE NA NA
"<U+2757>Folding exercise bike <U+0001F525> ***USE CODE:  C6RAYX3J
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC… https://t.co/5mLQBp4lkB" FALSE 1 NA 2021-10-03 16:50:37 TRUE NA "1444706467626594311" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:50:24 FALSE NA "1444706409573064708" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Yikaou" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:50:13 FALSE NA "1444706366145265669" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "demons_human" 2556 TRUE FALSE NA NA
"RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…" FALSE 0 NA 2021-10-03 16:50:09 FALSE NA "1444706348583751684" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Santanumalbum" 6601 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:50:05 FALSE NA "1444706333341650958" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "mintyhoneyy" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:58 FALSE NA "1444706302287126529" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "LuvstosmoochTV" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:54 FALSE NA "1444706286658940934" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ichaerty" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:34 FALSE NA "1444706202135371781" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "sayuutanukii" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:27 FALSE NA "1444706172959739906" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "JamiiJe" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:26 FALSE NA "1444706169147301890" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "DissonantChord_" 2556 TRUE FALSE NA NA
"French shopkeepers built their own online store to beat the pandemic. It's still thriving, even as lockdowns ease… https://t.co/waCINnF4F7" FALSE 0 NA 2021-10-03 16:49:25 TRUE NA "1444706164663459841" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "bhaveshkumar44" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:23 FALSE NA "1444706155364712451" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "keb_kebsss" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:49:08 FALSE NA "1444706093293346823" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Kitty_Gam3r" 2556 TRUE FALSE NA NA
"I’m exhausted from online shopping, can’t imagine having to actually enter a shop." FALSE 0 NA 2021-10-03 16:49:07 FALSE NA "1444706086624317442" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "maria_slarmada" 0 FALSE FALSE NA NA
"RT @adttaxis: Win a £50 Online Shopping voucher of YOUR choice         
To enter 
1]LIKE or <U+2665> 
2]SHARE or Retweet
3]COMMENT or TWEET us whi…" FALSE 0 NA 2021-10-03 16:49:05 FALSE NA "1444706080915865604" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Cosmonauty" 94 TRUE FALSE NA NA
"I will do amazon book promotion and ebook marketing on social media Order Now: https://t.co/pD4aS37jFU #BBC_News… https://t.co/s6x2SHZyOl" FALSE 0 NA 2021-10-03 16:48:22 TRUE NA "1444705899738656768" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Aynul102" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:48:17 FALSE NA "1444705879971049475" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "yaesakurasimp" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:48:00 FALSE NA "1444705807778603010" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "CarolKK97" 2556 TRUE FALSE NA NA
"RT @ICICIBank: Enjoy a truly rewarding experience with #ICICIBank Coral Credit Card! Get exciting deals and offers on online shopping and g…" FALSE 0 NA 2021-10-03 16:47:53 FALSE NA "1444705779458588681" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "alokkumarsonu88" 99 TRUE FALSE NA NA
"I will do amazon book promotion and ebook marketing on social media Order Now: https://t.co/pD4aS37jFU #BBC_News… https://t.co/w0xkw0h0w1" FALSE 0 NA 2021-10-03 16:47:47 TRUE NA "1444705754762469379" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Aynul102" 0 FALSE FALSE NA NA
"@CBCCPodcast Be like me and actively update your online wishlist while shopping in person" FALSE 1 "CBCCPodcast" 2021-10-03 16:47:46 FALSE "1444704714181025798" "1444705749972705284" "1063563146219134976" "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "jamiegeeksout" 0 FALSE FALSE NA NA
"<U+2757>40% OFF<U+0001F525> ***USE CODE:  40PPDSQ9 
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DEAL MIGHT EX… https://t.co/SAuDPzI4ci" FALSE 1 NA 2021-10-03 16:47:44 TRUE NA "1444705739390472199" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:47:40 FALSE NA "1444705723787718659" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "franj200" 2556 TRUE FALSE NA NA
"I will do amazon book promotion and ebook marketing on social media Order Now: https://t.co/pD4aS37jFU #BBC_News… https://t.co/WxAzMVGawa" FALSE 0 NA 2021-10-03 16:47:18 TRUE NA "1444705631026380808" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Aynul102" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:47:04 FALSE NA "1444705571148472325" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "jigzxo" 2556 TRUE FALSE NA NA
"I will do amazon book promotion and ebook marketing on social media Order Now: https://t.co/pD4aS37jFU #BBC_News… https://t.co/nYMyjDNvo8" FALSE 0 NA 2021-10-03 16:47:00 TRUE NA "1444705556480991235" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Aynul102" 0 FALSE FALSE NA NA
"RT @gsrescueelite: Katie is reminding everyone who shops online to use Easy Fundraising and Amazon Smile as a % of your sale is donated to…" FALSE 0 NA 2021-10-03 16:46:58 FALSE NA "1444705546658013185" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "strathglass7982" 26 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:46:55 FALSE NA "1444705534905659396" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "JaffaArchfiend" 2556 TRUE FALSE NA NA
"@amazonIN Amazon amazing platform of online shopping

It's gives Amazing offer on all products https://t.co/c457wch29b" FALSE 0 "amazonIN" 2021-10-03 16:46:44 FALSE "1444604041678315529" "1444705488843599881" "1282946089" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "maholiya_lokesh" 0 FALSE FALSE NA NA
"RT @palazzo214: @donie @brianstelter Corporate responsibility:
@amazon can’t sell faulty products 
@cvspharmacy can’t sell street drugs
@eB…" FALSE 0 NA 2021-10-03 16:46:44 FALSE NA "1444705488793387017" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "dup_online" 3 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:46:39 FALSE NA "1444705467876343809" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Koreillust" 2556 TRUE FALSE NA NA
"I will do amazon book promotion and ebook marketing on social media Order Now: https://t.co/pD4aS37jFU #BBC_News… https://t.co/vW0GqTbsnm" FALSE 0 NA 2021-10-03 16:46:37 TRUE NA "1444705457398972424" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Aynul102" 0 FALSE FALSE NA NA
"just did some online shopping and it was very therapeutic <U+0001F60C>" FALSE 0 NA 2021-10-03 16:46:24 FALSE NA "1444705406731919362" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "ife_oa" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:46:15 FALSE NA "1444705367427067906" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "MaikeSono" 2556 TRUE FALSE NA NA
"@drbkid I am not comfortable with online shopping. Prefer buying in person only 

Still thanks for the link and recommendation" FALSE 0 "drbkid" 2021-10-03 16:45:41 FALSE "1444694242153025542" "1444705224430481411" "140203078" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "the_one_speaks" 0 FALSE FALSE NA NA
"I will do amazon book promotion and ebook marketing on social media Order Now: https://t.co/pD4aS37jFU #BBC_News… https://t.co/SdRtlfwM6b" FALSE 0 NA 2021-10-03 16:45:40 TRUE NA "1444705219640586246" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Aynul102" 0 FALSE FALSE NA NA
"RT @FlipoIogy: $69 <U+2192> $200 <U+0001F4B0> these limited edition crocs shoes dropped online for $69.99 through a raffle

resold for around $200 each on eb…" FALSE 0 NA 2021-10-03 16:45:38 FALSE NA "1444705212837466114" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "FlipoIogy" 47 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:45:37 FALSE NA "1444705207426830336" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Hiroki03110" 2556 TRUE FALSE NA NA
"#nowplaying : 4 In A Litre by Korby Listen online at https://t.co/T7Sx1Ck34v ...The Best Mix in Mainstream and Indi… https://t.co/CWbaoY3nEL" FALSE 0 NA 2021-10-03 16:45:27 TRUE NA "1444705167539113996" NA "<a href=\"https://www.autopo.st\" rel=\"nofollow\">autopo.st - platinumvibes8</a>" "platinumvibes8" 0 FALSE FALSE NA NA
